in out res
2.1657597522845085 5.965753731930345 1
5.702984264515855 2.7768812686727573 1
2.528454730426004 3.7064029321215686 1
5.406030923898301 6.171004246969454 1
7.328401338893126 4.743321702370375 1
2.656397197040019 3.1248242191848763 1
1.3832624500266144 7.851854566987235 0
7.676248994855214 2.4990299519803583 1
7.582135473864007 2.471230928783179 1
3.3763201725503134 8.642790056168543 1
2.7637407275480053 0.1982562075584715 0
3.4346548517849795 8.580956923043999 1
7.4863544067444625 6.1826595838187215 1
8.776072227974645 0.32008193958971143 0
9.72905297965017 3.325775123225807 0
0.19550844919796528 3.679823127834976 0
4.114040243809052 8.924244637338592 0
3.9151274047301277 4.46807127225582 1
9.26284182034635 9.400976189447467 0
1.328056003754281 5.918215338937047 1
6.499899700921359 8.100403853576312 1
5.497741960937046 5.514914147334176 1
6.087061612949447 8.91063917861829 0
5.699630705791201 6.46030549979897 1
5.732643003993568 5.039042583065481 1
7.252106931170344 4.356958114304252 1
3.270416424566329 1.0257095286932105 0
8.058197457880269 0.4087020781581008 0
2.4449205737789392 3.570261429195889 1
1.8539380321279042 3.8872534618940335 1
4.115870924652773 1.8975304539687632 1
4.626137861975734 7.785365004935896 1
1.2974645813239105 3.574434512746958 1
5.898142744210892 0.22124302487373626 0
7.882710270008233 1.8530617981261321 0
0.49419966040059604 5.664544432287477 0
5.185857986410259 9.322016230151927 0
3.1484740777516507 2.233270608952407 1
0.3887288377391651 8.226101415821406 0
0.8403197829870535 1.220869820945114 0
8.811277024645669 1.452368918218756 0
9.85105959120391 6.304486045342648 0
8.395556830630222 0.6598217355004099 0
8.991566093584485 4.201272015903596 0
7.216756415748147 1.6928879426441035 1
4.617899651347428 8.822833918057649 1
1.5309611193234685 1.825771369625897 0
9.09794107321541 3.9503865090736268 0
1.858811680908865 8.083852509094651 0
0.1215357933292549 8.878509159386896 0
0.882281114300838 9.404763283946487 0
2.853084153924146 5.088268495375383 1
9.592407047618813 3.490893864012543 0
4.662404186529468 3.6321899588568685 1
2.285468808496043 2.2852526644634374 1
1.7313625893388807 9.32042172495293 0
6.668209837489876 1.4149961293708957 1
2.0698822621489943 6.7408617010717915 1
9.81504861768299 0.8522393467827016 0
7.623467807086806 0.8800642604804976 0
1.630170765480643 2.365020163223208 0
1.6207217118755701 0.6049238082915243 0
2.2073987419163132 2.829787590066224 1
2.4117456680987437 3.7124900621638335 1
0.5080350176812587 9.602629876545016 0
1.962357493447222 4.402911910993903 1
8.19084560274332 4.559049664862176 1
1.9202212095901583 0.7576507917220465 0
3.3676426575906793 7.892479923698231 1
1.622178744941063 9.653297417781852 0
8.148730755480093 4.859672304837382 1
3.3113173751037306 8.594193806838991 1
0.3161567363335238 5.529107302764309 0
1.5668078141708408 0.6924371855796174 0
3.7396257238918884 2.9133760927963093 1
5.53589148860707 9.499596579874709 0
0.4566638558051217 9.366764890139272 0
5.588631832650924 2.0450997588491826 1
4.04841392011112 2.8702392643763197 1
5.586914778666108 7.1483438264539245 1
9.267956929027804 6.330955555205451 0
4.047903492432101 9.762665717719551 0
3.9491711111433925 7.356036528943484 1
0.27016974916349135 1.7308117662301625 0
3.5216548899559985 7.029417059288788 1
0.6630692630319612 9.976395816102109 0
1.5797814836628787 7.301875891856051 0
7.438943798173343 7.423089423122495 1
1.0993112484138146 5.445301121130015 1
7.004545002225804 6.2884980631184835 1
8.310722234989065 7.124692801219519 1
4.569825430559467 5.125764996553023 1
1.3789605424057938 6.85687540101676 0
3.2188563318631247 2.130699811077257 1
2.9929246460536696 9.787545194996188 0
5.326643207127373 9.485869902738223 0
6.26143428430246 4.8759435914959575 1
1.1226972982952077 9.744196406275558 0
1.3404187969528625 4.316624077862246 1
3.500861034787257 1.155632819770358 0
9.400174723073302 6.354662012925136 0
8.738101793418384 3.0544744967817605 0
6.058891080103066 6.034250488243098 1
6.351317910127836 6.871086193770899 1
6.787237991602295 0.7962885884083404 0
2.661201807040803 5.9282024793154875 1
1.217777803878446 1.0970144072240418 0
8.637698724427601 4.327040081833622 1
1.7005402046871332 7.661002436725108 0
7.974554663366346 5.8786255639417 1
9.423184670134914 2.4220253490456867 0
0.21834108193999224 2.13130420991404 0
3.9946359047557634 5.524151203905601 1
5.214228190765599 1.952768512748626 1
7.163319686701126 6.993801795451764 1
0.1752900470399088 1.6664589697010612 0
0.8197131237926869 4.124689692346446 0
8.572065870101557 2.273301103562506 0
7.085101145961039 8.146374952124622 1
0.8240906359061095 6.334900375898858 0
1.429797889664557 4.110431433760214 1
5.054188679835363 5.75908242839388 1
9.337234350102154 1.2455348429384538 0
4.732484195364151 0.020442515456557953 0
5.5945622620058 5.062614587225756 1
4.215227991938857 3.600028525382213 1
9.264143673410153 1.9102723870718696 0
6.967913113231392 0.995164456989599 0
5.79120611537614 6.2949921339659305 1
8.981867272373734 4.709846011292605 1
3.4537233725326044 6.073186671945175 1
6.803824401540179 7.5766657944810785 1
5.625266437219192 2.387711351521984 1
9.349550323789156 1.8046683075826575 0
1.3556517368015486 1.711541696969625 0
7.831741292655902 4.021286772420156 1
3.770786234378447 1.7597318385150729 1
1.4866922378861602 6.9514587800726595 0
4.8367103155372915 4.141594630780139 1
2.6517466261523204 8.436979056809047 0
2.785668032920563 0.10965821606210069 0
7.515196805275375 8.533857915328936 0
7.178878362421186 6.599393687861637 1
3.580226228008294 5.889792278892352 1
0.230958179363292 1.672350472592563 0
1.7107975941019937 4.809487474229441 1
5.076403379286818 1.5398619897717314 1
5.727022989564841 6.387425935642293 1
4.186372606312356 0.3767219123178833 0
1.0240548655431003 0.9759508369008296 0
1.8182897783350715 2.6206584741550976 1
5.905992401468181 4.468227784927292 1
0.1883801131389573 9.400417050002844 0
4.831698452445499 7.276328585470897 1
9.707131087241017 2.087330785235204 0
3.834305251829302 6.230247630763759 1
6.706437525260382 2.5659113417290746 1
6.8504600132200295 8.759699486463653 0
4.966876261550109 9.303377523287628 0
2.2832294616400106 1.2121931195897107 0
0.7340372547513518 8.072333661534675 0
4.203949936580729 1.7228609650869764 1
2.1496144642716675 1.105516045596635 0
9.886010817933645 2.534902841876965 0
2.531697803422932 8.388170825021824 0
1.7679128400565314 8.70922734777535 0
1.1350898192628822 4.739680630234268 1
3.4999775936109945 4.453956562722501 1
7.221014946304026 6.742133074804926 1
2.538094916726561 5.336574368537745 1
2.8772664794090885 3.7371995252125667 1
8.166231237040176 0.2347514649742677 0
8.1602184206236 7.047557040198676 1
9.468225627970263 4.379044415027056 0
3.0437470087750107 9.811768668067604 0
8.923046344878621 8.761357037180225 0
7.076489945210689 0.3737129574959952 0
3.2477032985455567 0.122594484483316 0
0.30105198539547295 5.7321684658373195 0
8.186163571709164 1.2394343303385957 0
0.17728956170048216 8.112094574038926 0
5.324814085042644 4.151254968216122 1
3.5506016160844855 0.2412678364739107 0
2.3158208198156993 2.074381126886118 1
7.967631601922118 4.284703834470102 1
0.07665739213233991 4.162877044661453 0
1.3969239785378718 9.737703507445614 0
3.4027356275364595 9.437396057172831 0
4.2855215970328615 7.5132605103585455 1
6.931114350694838 1.8560823704185814 1
7.845322744850076 6.651354943497698 1
2.792847617756753 1.6168481370862042 0
5.668417280466165 1.9757523843527536 1
7.1593201495201475 6.505804175598668 1
8.05360539240132 7.334396286728559 1
8.207982914698931 1.6411440415248912 0
2.591888823208197 9.639681766027985 0
1.4340742658945893 7.098557325977721 0
2.6787491949482134 4.979347060688419 1
7.268407914991963 6.345433165208854 1
4.094960077215992 9.550136634634699 0
4.560300188743458 8.708180915731749 1
8.665002062649362 9.858434187935783 0
6.543452097675679 5.634204032732917 1
4.210581274492327 2.644762330545767 1
1.203384703951631 4.849420328592508 1
1.7917088520494606 9.983511923564132 0
4.490271359367862 5.386586248052751 1
9.760316740829838 3.672586752051872 0
9.7573070993535 8.339239620662887 0
9.05884513970069 3.4116002839437876 0
9.404014936598035 1.2223727835628617 0
9.055091215870197 9.908237341841378 0
8.561898653267617 3.5231822628254528 1
1.688109989020652 7.205686757744814 1
7.542564037976637 6.955899982641349 1
2.0035639374910597 9.723244195746156 0
8.671567233464373 1.1385414166016794 0
1.8637312066394496 9.953362015217506 0
7.2034348024700705 1.4527720608866224 0
5.198420675137969 0.6273456619950735 0
3.3812795199757395 4.57370004205649 1
1.8452129548534746 1.8038600022052775 0
0.1966714926601676 8.821768702074591 0
5.949863531150397 3.9933737152512117 1
1.1247521110734793 8.933755346670026 0
8.177432959048259 5.333835933868762 1
1.3480289597608475 1.0079115925774174 0
2.5608495393290442 6.084502391497429 1
1.0067323017809082 3.8739256115743625 0
4.987730043367778 3.101925596523305 1
6.95254621564988 5.801792507861898 1
5.580801130503534 8.130035889025413 1
3.3243978697251375 4.653752970034191 1
7.1580175350390345 3.662425012255326 1
3.0166109088054482 9.574035426641798 0
1.7049461805903965 7.6651555733801295 0
9.231678475205406 9.0463122780003 0
5.467880570576438 8.497903572726557 1
4.951767122704407 2.43425410941573 1
9.502553711335903 4.617259183039291 0
4.316658827271902 8.712098399882917 1
1.9317051813886121 6.827480960753181 1
4.875201264945204 5.8805776181014835 1
3.37255029751649 9.425655263085043 0
2.843777302068762 1.330581957415804 0
1.638504644744323 7.1723877388569885 0
3.814599777470824 5.179505821288517 1
5.319506691628133 8.01293524252511 1
0.5884893641491562 3.7587414506356764 0
6.7270467945903505 9.43725793482354 0
